genome_refseq_accession,protein_name,protein_refseq_accession
GCF_018350175.1,PPP2R2B,XP_044896801.1
GCF_002099425.1,PPP2R2B,XP_020828752.1
GCF_000955945.1,PPP2R2B,XP_011944292.1
GCF_014176215.1,PPP2R2B,KAF6448425.1
GCF_019393635.1,PPP2R2B,XP_043838862.1
GCF_011100635.1,PPP2R2B,XP_036591628.1
GCF_000001635.27,PPP2R2B,BAC37517.1
GCF_000001635.27,PPP2R2B,EDL10023.1
GCF_011100635.1,PPP2R2B,XP_036591630.1
GCF_021288785.2,PPP2R2B,XP_054364982.1
GCF_000001635.27,PPP2R2B,BAE37812.1
GCF_027887165.1,PPP2R2B,XP_007506674.1
GCF_015852505.1,PPP2R2B,XP_038600244.1
GCF_000955945.1,PPP2R2B,XP_011914476.1
GCF_015220235.1,PPP2R2B,XP_037669734.1
GCF_014176215.1,PPP2R2B,KAF6448437.1
GCF_014176215.1,PPP2R2B,KAF6448431.1
GCF_000247695.1,PPP2R2B,EHB07975.1
GCF_000247695.1,PPP2R2B,XP_021116965.1
GCF_016699485.2,PPP2R2B,XP_015141314.1
GCF_000001635.27,PPP2R2B,NP_001192117.1
GCF_000247695.1,PPP2R2B,XP_021116966.1
GCF_002863925.1,PPP2R2B,XP_023492643.1
GCF_027744805.1,PPP2R2B,XP_054647116.1
GCF_006547405.1,PPP2R2B,XP_030687977.1
GCF_006547405.1,PPP2R2B,XP_030687978.1
GCF_000622305.1,PPP2R2B,XP_029414550.1
GCF_014176215.1,PPP2R2B,KAF6448433.1
GCF_902635505.1,PPP2R2B,XP_031809349.1
GCF_011764305.1,PPP2R2B,XP_044929729.1
GCF_023159225.1,PPP2R2B,XP_048220097.1
GCF_016699485.2,PPP2R2B,XP_046776341.1
GCF_002863925.1,PPP2R2B,XP_023492644.1
GCF_000955945.1,PPP2R2B,XP_011944294.1
GCF_004329235.1,PPP2R2B,XP_028585733.1
GCF_014570535.1,PPP2R2B,XP_036867201.1
GCF_016699485.2,PPP2R2B,XP_015144476.1
GCF_000001635.27,PPP2R2B,NP_001346962.1
GCF_000622305.1,PPP2R2B,XP_029414551.1
GCF_000247695.1,PPP2R2B,XP_021108915.1
GCF_014570535.1,PPP2R2B,XP_017509898.1
GCF_020740685.1,PPP2R2B,XP_044997777.1
GCF_000622305.1,PPP2R2B,XP_029418322.1
GCF_027744805.1,PPP2R2B,XP_054653798.1
GCF_000003025.6,PPP2R2B,XP_020956632.1
GCF_000001635.27,PPP2R2B,NP_001334547.1
GCF_001890085.2,PPP2R2B,XP_019483997.1
GCF_014570535.1,PPP2R2B,XP_036847114.1
GCF_014108235.1,PPP2R2B,KAF6388418.1
GCF_014176215.1,PPP2R2B,KAF6432159.1
GCF_014570535.1,PPP2R2B,XP_036867202.1
GCF_000247695.1,PPP2R2B,XP_004847374.2
GCF_015220235.1,PPP2R2B,XP_037685278.1
GCF_902635505.1,PPP2R2B,XP_031812906.1
GCF_011764305.1,PPP2R2B,XP_044924453.1
GCF_004115215.2,PPP2R2B,XP_028917231.1
GCF_014108235.1,PPP2R2B,XP_036191595.1
GCF_000001635.27,PPP2R2B,XP_006508083.1
GCF_000955945.1,PPP2R2B,XP_011944293.1
GCF_003426925.1,PPP2R2B,XP_026266065.1
GCF_000001635.27,PPP2R2B,AAH54850.1
GCF_000001635.27,PPP2R2B,EDL17836.1
GCF_001890085.2,PPP2R2B,XP_019499657.1
GCF_001890085.2,PPP2R2B,XP_019499655.1
GCF_001890085.2,PPP2R2B,XP_019499654.1
GCF_014108235.1,XYLT1,XP_036163922.1
GCF_002863925.1,XYLT1,XP_023472031.1
GCF_018350175.1,XYLT1,XP_023102198.2
GCF_014570535.1,XYLT1,XP_036847908.1
GCF_014570535.1,XYLT1,KAI5940024.1
GCF_011764305.1,XYLT1,XP_004751018.2
GCF_014570535.1,XYLT1,XP_036847909.1
GCF_009762305.2,XYLT1,XP_027467002.2
GCF_000151735.1,XYLT1,XP_003478230.4
GCF_017639785.1,XYLT1,XP_005075686.1
GCF_021288785.2,XYLT1,XP_045731011.1
GCF_000001635.27,XYLT1,NP_783576.2
GCF_000247695.1,XYLT1,XP_004855851.1
GCF_023065955.2,XYLT1,XP_026376033.3
GCF_011100685.1,XYLT1,XP_038523563.1
GCF_006547405.1,XYLT1,XP_030703024.1
GCF_006547405.1,XYLT1,XP_030703025.1
GCF_000622305.1,XYLT1,XP_008825154.1
GCF_003426925.1,XYLT1,XP_026258241.1
GCF_011100685.1,XYLT1,NP_001008718.1
GCF_002204375.1,XYLT1,XP_021513665.1
GCF_000003025.6,XYLT1,XP_020942214.1
GCF_002204375.1,XYLT1,XP_021513666.1
GCF_000622305.1,XYLT1,XP_008825155.1
GCF_001890085.2,XYLT1,XP_019484733.1
GCF_020740685.1,XYLT1,XP_044986306.1
GCF_018350175.1,XYLT1,XP_044903277.1
GCF_018350175.1,XYLT1,XP_044903276.1
GCF_000001635.27,XYLT1,Q811B1.1
GCF_015220235.1,XYLT1,XP_037670175.1
GCF_021288785.2,XYLT1,XP_054363502.1
GCF_027887165.1,XYLT1,XP_001365977.1
GCF_023159225.1,XYLT1,XP_048187833.1
GCF_902635505.1,XYLT1,XP_031798659.1
GCF_000003025.6,XYLT1,XP_020942216.1
GCF_000003025.6,XYLT1,XP_020942215.1
GCF_019393635.1,XYLT1,XP_043829379.1
GCF_011764305.1,XYLT1,XP_044927853.1
GCF_011764305.1,XYLT1,XP_044927852.1
GCF_000622305.1,XYLT1,XP_029416402.1
GCF_014176215.1,XYLT1,XP_016012377.2
GCF_002099425.1,XYLT1,XP_020828083.1
GCF_014176215.1,XYLT1,XP_036081975.1
GCF_002099425.1,XYLT1,XP_020828084.1
GCF_027595985.1,XYLT1,XP_054990427.1
GCF_015852505.1,XYLT1,XP_038618735.1
GCF_000001635.27,XYLT1,EDL17113.1
GCF_011100635.1,XYLT1,XP_036597622.1
GCF_019393635.1,XYLT1,XP_043829387.1
GCF_004115215.2,XYLT1,XP_039767042.1
GCF_004329235.1,XYLT1,XP_028562895.1
GCF_000004195.4,XYLT1,NP_001120412.1
GCF_000004195.4,XYLT1,KAE8579688.1
GCF_004329235.1,XYLT1,XP_028562896.1
GCF_000004195.4,XYLT1,XP_012825540.2
GCF_004115215.2,XYLT1,XP_039767044.1
GCF_000001635.27,XYLT1,CAC18566.1
GCF_002099425.1,XYLT1,XP_020828085.1
GCF_016699485.2,XYLT1,XP_015150019.2
GCF_016699485.2,XYLT1,XP_040539859.1
GCF_005870125.1,XYLT1,XP_021395485.1
GCF_016699485.2,XYLT1,XP_015150020.2
GCF_016699485.2,XYLT1,XP_040539860.1
GCF_005870125.1,XYLT1,XP_021395487.1
GCF_016699485.2,XYLT1,AAT44331.1
GCF_000247695.1,XYLT1,EHA97376.1
GCF_000004195.4,XYLT1,KAE8579689.1
GCF_028641065.1,XYLT1,XP_055507855.1
GCF_902827165.1,XYLT1,XP_033987131.1
GCF_001858045.2,XYLT1,XP_013132149.2
GCF_900408965.1,XYLT1,XP_039860321.1
GCF_027744805.1,XYLT1,XP_054634076.1
GCF_000004195.4,XYLT1,KAE8579690.1
GCF_001858045.2,XYLT1,XP_003442622.1
GCF_900408965.1,XYLT1,XP_039897524.1
GCF_900408965.1,XYLT1,XP_039897532.1
GCF_010993605.1,XYLT1,XP_032816793.1
GCF_902827165.1,XYLT1,XP_034000139.1
GCF_027744805.1,XYLT1,XP_054614371.1
GCF_900408965.1,XYLT1,XP_039897539.1
GCF_016699485.2,XYLT1,AAT44332.1
GCF_016699485.2,XYLT1,NP_001001785.2
GCF_005870125.1,XYLT1,XP_021410469.1
GCF_001858045.2,XYLT1,XP_025762258.1
GCF_005870125.1,XYLT1,OWK57631.1
GCF_001858045.2,XYLT1,XP_025762257.1
GCF_004329235.1,XYLT1,XP_028572620.1
GCF_004329235.1,XYLT1,XP_028572621.1
GCF_000090745.2,XYLT1,XP_003217276.2
GCF_000090745.2,XYLT1,XP_008102708.1
GCF_005870125.1,XYLT1,OWK61928.1
GCF_014108235.1,XYLT1,XP_036195210.1
GCF_027887165.1,XYLT1,XP_001363249.1
GCF_902635505.1,XYLT1,XP_031822225.1
GCF_019393635.1,XYLT1,XP_043861499.1
GCF_002099425.1,XYLT1,XP_020828335.1
GCF_011100685.1,XYLT1,NP_001008714.1
GCF_011100635.1,XYLT1,XP_036614049.1
GCF_000003025.6,XYLT1,XP_005668981.2
GCF_014176215.1,XYLT1,XP_016013999.2
GCF_009762305.2,XYLT1,XP_027424299.1
GCF_014176215.1,XYLT1,XP_016014000.2
GCF_023065955.2,XYLT1,XP_026368915.1
GCF_000001635.27,XYLT1,NP_665827.2
GCF_002204375.1,XYLT1,XP_021497307.1
GCF_000001635.27,XYLT1,BAE29633.1
GCF_027595985.1,XYLT1,XP_054989091.1
GCF_907164565.1,XYLT1,XP_055476339.1
GCF_002863925.1,XYLT1,XP_023508480.1
GCF_018350175.1,XYLT1,XP_023099393.1
GCF_001858045.2,XYLT1,XP_003454038.1
GCF_020740685.1,XYLT1,XP_004655626.1
GCF_017639785.1,XYLT1,XP_005075906.1
GCF_003426925.1,XYLT1,XP_026242874.1
GCF_000001635.27,XYLT1,EDL15947.1
GCF_000151735.1,XYLT1,XP_003467091.1
GCF_011764305.1,XYLT1,XP_004764880.1
GCF_000247695.1,XYLT1,XP_004859740.1
GCF_000001635.27,XYLT1,BAE31911.1
GCF_001858045.2,XYLT1,XP_019213624.1
GCF_011764305.1,XYLT1,XP_012918065.1
GCF_900408965.1,XYLT1,XP_039861849.1
GCF_015220235.1,XYLT1,XP_037664811.1
GCF_017639785.1,XYLT1,XP_012973158.1
GCF_023159225.1,XYLT1,XP_048222043.1
GCF_000622305.1,XYLT1,XP_008836561.1
GCF_014570535.1,XYLT1,XP_036854942.1
GCF_001890085.2,XYLT1,XP_019494391.1
GCF_000955945.1,XYLT1,XP_011901564.1
GCF_900408965.1,XYLT1,XP_039861850.1
GCF_001890085.2,XYLT1,XP_019494392.1
GCF_000622305.1,XYLT1,XP_029421944.1
GCF_011764305.1,XYLT1,CAI5674859.1
GCF_015852505.1,XYLT1,XP_038613328.1
GCF_011764305.1,XYLT1,CAI5674860.1
GCF_000955945.1,XYLT1,XP_011901563.1
GCF_004115215.2,XYLT1,XP_028935960.1
GCF_900408965.1,XYLT1,XP_039861851.1
GCF_004329235.1,XYLT1,XP_028572622.1
GCF_016699485.2,XYLT1,XP_024997317.1
GCF_000001635.27,XYLT1,CAC18567.2
GCF_027744805.1,XYLT1,XP_054615105.1
GCF_000247695.1,XYLT1,EHB16487.1
GCF_902827165.1,XYLT1,XP_033998101.1
GCF_027887165.1,XYLT1,XP_007505812.1
GCF_000001635.27,XYLT1,AAH34082.1
GCF_000004195.4,XYLT1,KAE8576814.1
GCF_000004195.4,XYLT1,NP_001006733.1
GCF_000004195.4,XYLT1,XP_031749896.1
GCF_000004195.4,XYLT1,KAE8576816.1
GCF_002863925.1,XYLT1,XP_023508482.1
GCF_001890085.2,XYLT1,XP_019494393.1
GCF_027887165.1,XYLT1,XP_016282494.1
GCF_000622305.1,XYLT1,XP_029421945.1
GCF_027744805.1,XYLT1,XP_054615106.1
GCF_010993605.1,XYLT1,XP_032826224.1
GCF_907164565.1,XYLT1,XP_055483251.1
GCF_028641065.1,XYLT1,XP_055510028.1
GCF_021288785.2,XYLT1,XP_045727335.1
GCF_000955945.1,SOX3,XP_011930407.1
GCF_003426925.1,SOX3,XP_026248024.1
GCF_000001635.27,SOX3,P53784.2
GCF_000001635.27,SOX3,NP_033263.2
GCF_000001635.27,SOX3,AAH52024.1
GCF_000001635.27,SOX3,AAH63061.1
GCF_002863925.1,SOX3,XP_005615004.2
GCF_000151735.1,SOX3,XP_003464754.2
GCF_002204375.1,SOX3,XP_021519386.1
GCF_023065955.2,SOX3,XP_026335483.1
GCF_000001635.27,SOX3,AAH96018.1
GCF_014108235.1,SOX3,XP_036159949.1
GCF_907164565.1,SOX3,XP_055455584.1
GCF_017639785.1,SOX3,XP_040600611.1
GCF_023159225.1,SOX3,XP_048192423.1
GCF_020740685.1,SOX3,XP_044996867.1
GCF_000622305.1,SOX3,XP_008820007.2
GCF_014176215.1,SOX3,XP_015991386.2
GCF_000247695.1,SOX3,XP_004862358.1
GCF_011100685.1,SOX3,XP_852934.1
GCF_001890085.2,SOX3,XP_019485945.1
GCF_006547405.1,SOX3,XP_030700528.1
GCF_018350175.1,SOX3,XP_023105042.2
GCF_000003025.6,SOX3,XP_003360512.1
GCF_023159225.1,SOX3,XP_048192421.1
GCF_014570535.1,SOX3,XP_036859504.1
GCF_000001635.27,SOX3,AAL40744.1
GCF_014570535.1,SOX3,KAI5938368.1
GCF_014176215.1,SOX3,XP_036083189.1
GCF_002204375.1,SOX3,XP_021519387.1
GCF_003426925.1,SOX3,XP_026248027.1
GCF_027595985.1,SOX3,XP_054977079.1
GCF_001890085.2,SOX3,XP_019485946.1
GCF_003426925.1,SOX3,XP_026248025.1
GCF_014108235.1,SOX3,XP_036159950.1
GCF_023159225.1,SOX3,XP_048192422.1
GCF_002099425.1,SOX3,XP_020827445.1
GCF_019393635.1,SOX3,XP_043830411.1
GCF_027887165.1,SOX3,XP_007507433.1
GCF_002099425.1,SOX3,XP_020827444.1
GCF_011100635.1,SOX3,XP_036596195.1
GCF_011100635.1,SOX3,XP_036596196.1
GCF_005870125.1,SOX3,XP_021380986.1
GCF_902635505.1,SOX3,XP_023362772.2
GCF_016699485.2,SOX3,NP_989526.1
GCF_016699485.2,SOX3,P48433.1
GCF_000004195.4,SOX3,NP_001007502.1
GCF_015220235.1,SOX3,XP_037678811.1
GCF_004329235.1,SOX3,XP_028571284.1
GCF_001858045.2,SOX3,XP_005467513.1
GCF_011764305.1,SOX3,CAI5652521.1
GCF_028641065.1,SOX3,XP_055499961.1
GCF_015852505.1,SOX3,XP_038604305.1
GCF_027744805.1,SOX3,XP_054648761.1
GCF_004115215.2,SOX3,XP_001520781.2
GCF_016699485.2,SOX3,NP_990519.3
GCF_004329235.1,SOX3,XP_028587476.1
GCF_000090745.2,SOX3,XP_008116143.2
GCF_000004195.4,SOX3,NP_998869.1
GCF_014108235.1,SOX3,XP_036208363.1
GCF_000247695.1,SOX3,XP_004834715.1
GCF_020740685.1,SOX3,XP_004652129.2
GCF_000003025.6,SOX3,ACA58281.1
GCF_002204375.1,SOX3,XP_021497711.1
GCF_018350175.1,SOX3,NP_001166918.1
GCF_011100685.1,SOX3,XP_005639809.2
GCF_000622305.1,SOX3,XP_008833616.1
GCF_000003025.6,SOX3,NP_001116669.1
GCF_000001635.27,SOX3,P48432.2
GCF_000247695.1,SOX3,EHA97809.1
GCF_004115215.2,SOX3,XP_028928807.1
GCF_005870125.1,SOX3,OWK57172.1
GCF_011764305.1,SOX3,XP_044932627.1
GCF_015852505.1,SOX3,XP_038599387.1
GCF_000001635.27,SOX3,BAE20882.1
GCF_011100635.1,SOX3,XP_036612783.1
GCF_019393635.1,SOX3,XP_043850156.1
GCF_027887165.1,SOX3,XP_001368820.2
GCF_002099425.1,SOX3,XP_020836484.1
GCF_001858045.2,SOX3,XP_003457401.2
GCF_027744805.1,SOX3,XP_054643315.1
GCF_027744805.1,SOX3,XP_054644815.1
GCF_028641065.1,SOX3,XP_055501369.1
GCF_000622305.1,SOX3,XP_008846623.1
GCF_002099425.1,SOX3,XP_020820780.1
GCF_001858045.2,SOX3,XP_005450142.1
GCF_027887165.1,SOX3,XP_007501341.1
GCF_011100635.1,SOX3,XP_036612074.1
GCF_902827165.1,SOX3,XP_034006940.1
GCF_005870125.1,SOX3,XP_021401278.1
GCF_002863925.1,SOX3,ACJ12602.1
GCF_000955945.1,SOX3,XP_011913452.1
GCF_011100635.1,SOX3,XP_036612075.1
GCF_014570535.1,SOX3,XP_036880873.1
GCF_028641065.1,SOX3,XP_055492397.1
GCF_001858045.2,SOX3,ABO26869.1
GCF_027744805.1,SOX3,XP_054633573.1
GCF_000001635.27,SOX3,CAA63846.1
GCF_000247695.1,SOX3,XP_021094979.1
GCF_023065955.2,SOX3,XP_026344499.1
GCF_003426925.1,SOX3,XP_026235453.1
GCF_000001635.27,SOX3,NP_033259.2
GCF_002863925.1,SOX3,XP_023477624.1
GCF_018350175.1,SOX3,XP_023109060.2
GCF_020740685.1,SOX3,XP_045001393.1
GCF_011764305.1,SOX3,XP_044937221.1
GCF_021288785.2,SOX3,XP_045723818.1
GCF_015220235.1,SOX3,XP_037656244.1
GCF_002204375.1,SOX3,XP_021506054.1
GCF_000003025.6,SOX3,XP_020921594.1
GCF_014108235.1,SOX3,XP_036155971.1
GCF_016699485.2,SOX3,NP_989664.1
GCF_001858045.2,SOX3,XP_003458966.1
GCF_014176215.1,SOX3,XP_016007386.2
GCF_023159225.1,SOX3,XP_048193613.1
GCF_004329235.1,SOX3,XP_028583948.1
GCF_027595985.1,SOX3,XP_054973954.1
GCF_011100685.1,SOX3,XP_038287415.1
GCF_011100685.1,SOX3,XP_849239.2
GCF_000003025.6,SOX3,ABB00909.2
GCF_027744805.1,SOX3,XP_054608446.1
GCF_027595985.1,SOX3,XP_054982867.1
GCF_000004195.4,SOX3,NP_001074465.1
GCF_001858045.2,SOX3,XP_005457844.1
GCF_001858045.2,SOX3,XP_005457845.1
GCF_010993605.1,SOX3,XP_032833809.1
GCF_010993605.1,SOX3,XP_032833808.1
GCF_010993605.1,SOX3,XP_032833810.1
GCF_015852505.1,SOX3,XP_038617784.1
GCF_004115215.2,SOX3,XP_028904097.1
GCF_000001635.27,SOX3,BAE28833.1
GCF_000090745.2,SOX3,XP_008105283.1
GCF_000151735.1,SOX3,XP_003467600.1
GCF_019393635.1,SOX3,XP_043837427.1
GCF_027887165.1,SOX3,XP_007475557.2
GCF_000955945.1,AFF2,XP_011936963.1
GCF_000955945.1,AFF2,XP_011936964.1
GCF_000955945.1,AFF2,XP_011936965.1
GCF_000955945.1,AFF2,XP_011936962.1
GCF_000955945.1,AFF2,XP_011936967.1
GCF_000955945.1,AFF2,XP_011936968.1
GCF_000955945.1,AFF2,XP_011936969.1
GCF_003426925.1,AFF2,XP_026235038.1
GCF_018350175.1,AFF2,XP_023105030.2
GCF_002863925.1,AFF2,XP_023489377.1
GCF_018350175.1,AFF2,XP_023105032.2
GCF_018350175.1,AFF2,XP_023105031.2
GCF_014176215.1,AFF2,KAF6434926.1
GCF_000003025.6,AFF2,XP_013839468.1
GCF_002863925.1,AFF2,XP_023489378.1
GCF_018350175.1,AFF2,XP_023105033.2
GCF_014176215.1,AFF2,XP_036082996.1
GCF_000003025.6,AFF2,XP_005654357.2
GCF_001890085.2,AFF2,XP_019509691.1
GCF_000003025.6,AFF2,XP_013839482.1
GCF_023065955.2,AFF2,XP_026335560.1
GCF_014176215.1,AFF2,XP_036082997.1
GCF_011100685.1,AFF2,XP_038306983.1
GCF_014570535.1,AFF2,XP_017495363.2
GCF_014570535.1,AFF2,KAI5935143.1
GCF_000003025.6,AFF2,XP_013839485.1
GCF_003426925.1,AFF2,XP_026235039.1
GCF_011764305.1,AFF2,XP_044924060.1
GCF_000247695.1,AFF2,XP_021104809.1
GCF_011100685.1,AFF2,XP_038306984.1
GCF_014108235.1,AFF2,KAF6359403.1
GCF_003426925.1,AFF2,XP_026235040.1
GCF_000003025.6,AFF2,XP_020936130.1
GCF_000003025.6,AFF2,XP_013839474.1
GCF_014570535.1,AFF2,XP_017495364.2
GCF_018350175.1,AFF2,XP_023105034.2
GCF_003426925.1,AFF2,XP_026235042.1
GCF_015220235.1,AFF2,XP_037677079.1
GCF_014176215.1,AFF2,XP_036082993.1
GCF_000001635.27,AFF2,XP_006527883.1
GCF_023159225.1,AFF2,XP_048192720.1
GCF_011764305.1,AFF2,XP_044924061.1
GCF_002863925.1,AFF2,XP_023489379.1
GCF_000247695.1,AFF2,XP_021104810.1
GCF_018350175.1,AFF2,XP_023105036.2
GCF_018350175.1,AFF2,XP_023105035.2
GCF_015220235.1,AFF2,XP_037677081.1
GCF_000001635.27,AFF2,NP_032058.2
GCF_023159225.1,AFF2,XP_048192722.1
GCF_014176215.1,AFF2,XP_036082995.1
GCF_023159225.1,AFF2,XP_048192721.1
GCF_000001635.27,AFF2,XP_006527884.1
GCF_000001635.27,AFF2,CAA04821.1
GCF_000003025.6,AFF2,XP_013839489.1
GCF_023065955.2,AFF2,XP_026335561.1
GCF_002863925.1,AFF2,XP_023489380.1
GCF_014176215.1,AFF2,XP_036083000.1
GCF_018350175.1,AFF2,XP_023105037.2
GCF_000001635.27,AFF2,XP_030107086.1
GCF_023159225.1,AFF2,XP_048192723.1
GCF_000247695.1,AFF2,XP_021104803.1
GCF_014176215.1,AFF2,KAF6434924.1
GCF_023159225.1,AFF2,XP_048192724.1
GCF_000003025.6,AFF2,XP_013839490.1
GCF_023065955.2,AFF2,XP_026335562.1
GCF_000003025.6,AFF2,XP_013839496.1
GCF_014176215.1,AFF2,XP_036083001.1
GCF_015220235.1,AFF2,XP_037677083.1
GCF_015220235.1,AFF2,XP_037677082.1
GCF_011100685.1,AFF2,XP_038306986.1
GCF_000001635.27,AFF2,XP_006527879.1
GCF_014570535.1,AFF2,XP_017495365.2
GCF_000247695.1,AFF2,XP_021104805.1
GCF_000247695.1,AFF2,XP_021104804.1
GCF_011764305.1,AFF2,XP_044924062.1
GCF_000003025.6,AFF2,XP_013839500.1
GCF_020740685.1,AFF2,XP_044996156.1
GCF_000001635.27,AFF2,XP_006527881.1
GCF_014108235.1,AFF2,KAF6359402.1
GCF_011100685.1,AFF2,XP_038306987.1
GCF_000001635.27,AFF2,XP_006527880.1
GCF_014570535.1,AFF2,XP_017495366.2
GCF_015220235.1,AFF2,XP_037677085.1
GCF_000247695.1,AFF2,XP_021104806.1
GCF_000151735.1,AFF2,XP_003464432.1
GCF_011764305.1,AFF2,XP_044924063.1
GCF_014176215.1,AFF2,XP_036082998.1
GCF_000247695.1,AFF2,XP_021104807.1
GCF_015220235.1,AFF2,XP_037677084.1
GCF_020740685.1,AFF2,XP_044996157.1
GCF_020740685.1,AFF2,XP_004668995.1
GCF_000001635.27,AFF2,XP_006527882.1
GCF_023159225.1,AFF2,XP_048192725.1
GCF_014108235.1,AFF2,KAF6359404.1
GCF_015220235.1,AFF2,XP_037677086.1
GCF_014176215.1,AFF2,XP_036082999.1
GCF_000247695.1,AFF2,XP_021104808.1
GCF_021288785.2,AFF2,XP_045739521.2
GCF_020740685.1,AFF2,XP_004668996.1
GCF_023159225.1,AFF2,XP_048192727.1
GCF_023159225.1,AFF2,XP_048192726.1
GCF_023159225.1,AFF2,XP_048192730.1
GCF_017639785.1,AFF2,XP_005085950.1
GCF_018350175.1,AFF2,XP_044907014.1
GCF_017639785.1,AFF2,XP_012980553.1
GCF_027595985.1,AFF2,XP_054978170.1
GCF_000003025.6,AFF2,XP_020936131.1
GCF_009762305.2,AFF2,XP_035581704.1
GCF_017639785.1,AFF2,XP_040600632.1
GCF_000622305.1,AFF2,XP_017654667.2
GCF_000622305.1,AFF2,XP_029421371.1
GCF_015220235.1,AFF2,XP_037677087.1
GCF_027595985.1,AFF2,XP_054978171.1
GCF_000622305.1,AFF2,XP_029421373.1
GCF_000622305.1,AFF2,XP_029421372.1
GCF_009762305.2,AFF2,XP_035581705.1
GCF_020740685.1,AFF2,XP_044996158.1
GCF_000955945.1,AFF2,XP_011936971.1
GCF_000955945.1,AFF2,XP_011936972.1
GCF_000001635.27,AFF2,EDL26600.1
GCF_000622305.1,AFF2,XP_029421374.1
GCF_011100685.1,AFF2,XP_038306988.1
GCF_018350175.1,AFF2,XP_044907015.1
GCF_011100685.1,AFF2,XP_038306989.1
GCF_018350175.1,AFF2,XP_044907016.1
GCF_000247695.1,AFF2,XP_021104812.1
GCF_000247695.1,AFF2,XP_021104813.1
GCF_000247695.1,AFF2,XP_021104814.1
GCF_000247695.1,AFF2,XP_021104815.1
GCF_014108235.1,AFF2,XP_036161784.1
GCF_006547405.1,AFF2,XP_030707292.1
GCF_027595985.1,AFF2,XP_054978172.1
GCF_907164565.1,AFF2,XP_055455515.1
GCF_015852505.1,AFF2,XP_038603632.1
GCF_016699485.2,AFF2,XP_040526577.1
GCF_016699485.2,AFF2,XP_046797101.1
GCF_000004195.4,AFF2,XP_002934593.2
GCF_004329235.1,AFF2,XP_028570169.1
GCF_000004195.4,AFF2,KAE8584428.1
GCF_000090745.2,AFF2,XP_016851830.1
GCF_019393635.1,AFF2,XP_043830238.1
GCF_902635505.1,AFF2,XP_031800865.1
GCF_004329235.1,AFF2,XP_028570167.1
GCF_004329235.1,AFF2,XP_028570168.1
GCF_902635505.1,AFF2,XP_031800863.1
GCF_019393635.1,AFF2,XP_043830239.1
GCF_902635505.1,AFF2,XP_031800862.1
GCF_902635505.1,AFF2,XP_023362742.1
GCF_002204375.1,AFF2,XP_021484222.1
GCF_902635505.1,AFF2,XP_031800864.1
GCF_027887165.1,AFF2,XP_007507326.1
GCF_902635505.1,AFF2,XP_023362743.1
GCF_027887165.1,AFF2,XP_016282184.1
GCF_027887165.1,AFF2,XP_007507323.1
GCF_000247695.1,AFF2,EHB11419.1
GCF_004329235.1,AFF2,XP_028570171.1
GCF_004115215.2,AFF2,XP_028923117.1
GCF_005870125.1,AFF2,OWK60650.1
GCF_005870125.1,AFF2,XP_021403541.1
GCF_002099425.1,AFF2,XP_020830454.1
GCF_005870125.1,AFF2,XP_021403543.1
GCF_005870125.1,AFF2,XP_021403544.1
GCF_005870125.1,AFF2,XP_021403540.1
GCF_005870125.1,AFF2,XP_021403545.1
GCF_005870125.1,AFF2,XP_021403542.1
GCF_002099425.1,AFF2,XP_020830457.1
GCF_004115215.2,AFF2,XP_028923121.1
GCF_002099425.1,AFF2,XP_020830455.1
GCF_002099425.1,AFF2,XP_020830453.1
GCF_002099425.1,AFF2,XP_020830458.1
GCF_002099425.1,AFF2,XP_020830456.1
GCF_027887165.1,AFF2,XP_016282185.1
GCF_011100635.1,AFF2,XP_036595912.1
GCF_028641065.1,AFF2,XP_055499974.1
GCF_028641065.1,AFF2,XP_055499972.1
GCF_028641065.1,AFF2,XP_055499971.1
GCF_028641065.1,AFF2,XP_055499973.1
GCF_011764305.1,AFF2,CAI5651401.1
GCF_001858045.2,AFF2,XP_019202053.1
GCF_001858045.2,AFF2,XP_019202056.1
GCF_900408965.1,AFF2,XP_039872515.1
GCF_900408965.1,AFF2,XP_039872514.1
GCF_902827165.1,AFF2,XP_033976922.1
GCF_027744805.1,AFF2,XP_054649035.1
GCF_002863925.1,AFF2,XP_023474325.1
GCF_020740685.1,AFF2,XP_045002903.1
GCF_017639785.1,AFF2,XP_040585376.1
GCF_014108235.1,AFF2,KAF6273909.1
GCF_014176215.1,AFF2,XP_016012728.2
GCF_011764305.1,AFF2,XP_044933656.1
GCF_014176215.1,AFF2,XP_016012729.2
GCF_011764305.1,AFF2,XP_044933658.1
GCF_000003025.6,AFF2,XP_020943850.1
GCF_002204375.1,AFF2,XP_021491689.1
GCF_003426925.1,AFF2,XP_026268370.1
GCF_000001635.27,AFF2,EDL14542.1
GCF_006547405.1,AFF2,XP_030694668.1
GCF_011764305.1,AFF2,XP_044933655.1
GCF_000001635.27,AFF2,NP_001277743.1
GCF_011764305.1,AFF2,XP_044933654.1
GCF_004329235.1,AFF2,XP_028583725.1
GCF_000955945.1,AFF2,XP_011911008.1
GCF_000001635.27,AFF2,XP_006495800.1
GCF_907164565.1,AFF2,XP_055463285.1
GCF_014176215.1,AFF2,KAF6445812.1
GCF_014176215.1,AFF2,XP_016012721.2
GCF_014176215.1,AFF2,XP_016012722.2
GCF_000003025.6,AFF2,XP_020943857.1
GCF_000003025.6,AFF2,XP_020943856.1
GCF_027595985.1,AFF2,XP_054978961.1
